RCDTS,School Name,City,County,District Size,School Type,# Science Proficiency Total Student,# Science Proficiency - Male,# Science Proficiency - Female,# Science Proficiency - White,# Science Proficiency - Black or African American,# Science Proficiency - Hispanic or Latino,# Science Proficiency - Asian,# Science Proficiency - Native Hawaiian or Other Pacific Islander,# Science Proficiency - American Indian or Alaska Native,# Science Proficiency - Two or More Races,# Science Proficiency - Children with Disabilities
150162990252512,Whistler Elem School,Chicago,Cook,LARGE,ELEMENTARY,11.0,1.0,10.0,,9.0,,,,,,0.0
150162990252513,Whitney Elem School,Chicago,Cook,LARGE,ELEMENTARY,63.0,36.0,27.0,,,62.0,,,,,4.0
150162990252514,Whittier Elem School,Chicago,Cook,LARGE,ELEMENTARY,8.0,5.0,3.0,,,7.0,,,,,
150162990252516,Wildwood Elem School,Chicago,Cook,LARGE,ELEMENTARY,66.0,25.0,41.0,47.0,,7.0,10.0,,,,16.0
15016299025251C,CICS - West Belden Campus,Chicago,Cook,LARGE,CHARTER SCH,24.0,12.0,12.0,,,22.0,,,,,1.0
150162990252521,Woodson South Elem School,Chicago,Cook,LARGE,ELEMENTARY,9.0,7.0,2.0,,9.0,,,,,,2.0
150162990252525,Young Elem School,Chicago,Cook,LARGE,ELEMENTARY,13.0,3.0,10.0,,10.0,3.0,,,,,0.0
15016299025252C,CICS - Avalon/South Shore,Chicago,Cook,LARGE,CHARTER SCH,24.0,9.0,15.0,,24.0,,,,,,3.0
150162990252542,Yates Elem School,Chicago,Cook,LARGE,ELEMENTARY,18.0,11.0,7.0,,3.0,13.0,,,,,3.0
15016299025254C,CICS - Irving Park Campus,Chicago,Cook,LARGE,CHARTER SCH,58.0,30.0,28.0,12.0,,32.0,,,,,10.0
15016299025255C,CICS - Loomis Primary Campus,Chicago,Cook,LARGE,CHARTER SCH,,,,,,,,,,,
15016299025258C,Univ of Chicago Chtr-Nth Kenwood,Chicago,Cook,LARGE,CHARTER SCH,18.0,8.0,10.0,,18.0,,,,,,
150162990252597,Hernandez Middle School,Chicago,Cook,LARGE,ELEMENTARY,119.0,60.0,59.0,,,113.0,,,,,14.0
15016299025259C,Acero Chtr Sch Network - Octavio Paz Elem School,Chicago,Cook,LARGE,CHARTER SCH,11.0,9.0,2.0,,,11.0,,,,,
150162990252603,Dirksen Elem School,Chicago,Cook,LARGE,ELEMENTARY,101.0,45.0,56.0,72.0,,15.0,12.0,,,,13.0
150162990252605,Depriest Elem School,Chicago,Cook,LARGE,ELEMENTARY,18.0,9.0,9.0,,18.0,,,,,,1.0
15016299025260C,Acero Chtr Sch Network - Rufino Tamayo Elem Sch,Chicago,Cook,LARGE,CHARTER SCH,24.0,13.0,11.0,,,23.0,,,,,8.0
150162990252617,Cuffe Math-Sci Tech Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,13.0,6.0,7.0,,13.0,,,,,,0.0
150162990252618,Foster Park Elem School,Chicago,Cook,LARGE,ELEMENTARY,11.0,7.0,4.0,,10.0,,,,,,4.0
15016299025261C,Acero Chtr Sch Network - Carlos Fuentes  Elem School,Chicago,Cook,LARGE,CHARTER SCH,21.0,9.0,12.0,,,21.0,,,,,2.0
150162990252620,Hughes L Elem School,Chicago,Cook,LARGE,ELEMENTARY,10.0,6.0,4.0,,9.0,,,,,,2.0
150162990252622,Grissom Elem School,Chicago,Cook,LARGE,ELEMENTARY,41.0,18.0,23.0,,,29.0,,,,,4.0
15016299025262C,Acero Chtr Sch Network - Bartolome de las Casas Elem Sch,Chicago,Cook,LARGE,CHARTER SCH,21.0,8.0,13.0,,,20.0,,,,,1.0
150162990252634,McNair Elem School,Chicago,Cook,LARGE,ELEMENTARY,16.0,10.0,6.0,,10.0,5.0,,,,,6.0
150162990252636,Hay Elem Community Academy,Chicago,Cook,LARGE,ELEMENTARY,19.0,10.0,9.0,,15.0,3.0,,,,,1.0
150162990252637,Cullen Elem School,Chicago,Cook,LARGE,ELEMENTARY,16.0,9.0,7.0,,16.0,,,,,,3.0
15016299025263C,Acero Chtr Sch Network - Officer Donald J Marquez  Elem,Chicago,Cook,LARGE,CHARTER SCH,36.0,21.0,15.0,,,36.0,,,,,3.0
15016299025264C,Acero Chtr Sch Network - SPC Daniel Zizumbo Elem Sch,Chicago,Cook,LARGE,CHARTER SCH,38.0,20.0,18.0,,,37.0,,,,,5.0
15016299025266C,Acero Chtr Sch Network- Sandra Cisneros Elem School,Chicago,Cook,LARGE,CHARTER SCH,34.0,18.0,16.0,,,34.0,,,,,5.0
15016299025267C,Acero Chtr Sch Network - Esmeralda Santiago Elem Sch,Chicago,Cook,LARGE,CHARTER SCH,21.0,14.0,7.0,,,20.0,,,,,1.0
15016299025268C,Acero Chtr Sch Newtwork - Roberto Clemente Elem School,Chicago,Cook,LARGE,CHARTER SCH,29.0,16.0,13.0,,,28.0,,,,,5.0
150162990252700,Clark  G R Elem School,Chicago,Cook,LARGE,ELEMENTARY,14.0,5.0,9.0,,5.0,7.0,,,,,
150162990252703,Lee Elem School,Chicago,Cook,LARGE,ELEMENTARY,50.0,27.0,23.0,,,49.0,,,,,6.0
150162990252704,Langford A Elem School,Chicago,Cook,LARGE,ELEMENTARY,6.0,5.0,1.0,,6.0,,,,,,
150162990252706,Salazar Elem Bilingual Center,Chicago,Cook,LARGE,ELEMENTARY,33.0,17.0,16.0,,4.0,28.0,,,,,3.0
15016299025270C,Acero Chtr Sch Network - Brighton Park Elem School,Chicago,Cook,LARGE,CHARTER SCH,36.0,23.0,13.0,,,36.0,,,,,4.0
150162990252714,Leland Elem School,Chicago,Cook,LARGE,ELEMENTARY,9.0,6.0,3.0,,8.0,,,,,,2.0
150162990252724,Robinson Elem School,Chicago,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
150162990252726,Hanson Park Elem School,Chicago,Cook,LARGE,ELEMENTARY,97.0,58.0,39.0,,,91.0,,,,,24.0
150162990252729,White Elem Career Academy,Chicago,Cook,LARGE,ELEMENTARY,4.0,4.0,,,4.0,,,,,,1.0
15016299025272C,LEARN Charter Excel Campus,Chicago,Cook,LARGE,CHARTER SCH,17.0,9.0,8.0,,15.0,,,,,,
150162990252737,McDowell Elem School,Chicago,Cook,LARGE,ELEMENTARY,4.0,,,,3.0,,,,,,
150162990252739,Keller Elem Gifted Magnet School,Chicago,Cook,LARGE,ELEMENTARY,54.0,24.0,30.0,11.0,17.0,,20.0,,,,11.0
15016299025273C,LEARN Chtr-Campbell Campus,Chicago,Cook,LARGE,CHARTER SCH,11.0,5.0,6.0,,11.0,,,,,,
150162990252743,Earhart Elem Opt for Knowl School,Chicago,Cook,LARGE,ELEMENTARY,26.0,13.0,13.0,,24.0,,,,,,
15016299025274C,LEARN Chtr - South Chicago Campus,Chicago,Cook,LARGE,CHARTER SCH,28.0,17.0,11.0,,25.0,,,,,,
15016299025275C,LEARN Chtr -  Hunter Perkins Campus,Chicago,Cook,LARGE,CHARTER SCH,35.0,10.0,25.0,,35.0,,,,,,
150162990252766,Till Elem Math & Science Academy,Chicago,Cook,LARGE,ELEMENTARY,8.0,3.0,5.0,,8.0,,,,,,0.0
150162990252767,Ward  L Elem School,Chicago,Cook,LARGE,ELEMENTARY,7.0,4.0,3.0,,6.0,,,,,,3.0
150162990252768,Smith  W Elem School,Chicago,Cook,LARGE,ELEMENTARY,10.0,4.0,6.0,,10.0,,,,,,2.0
15016299025276C,LEARN Chtr - 7th Campus,Chicago,Cook,LARGE,CHARTER SCH,6.0,3.0,3.0,,6.0,,,,,,
150162990252773,Garvey  M Elem School,Chicago,Cook,LARGE,ELEMENTARY,12.0,6.0,6.0,,12.0,,,,,,1.0
150162990252775,Joplin Elem School,Chicago,Cook,LARGE,ELEMENTARY,19.0,7.0,12.0,,19.0,,,,,,3.0
15016299025277C,CICS - Basil Campus,Chicago,Cook,LARGE,CHARTER SCH,36.0,19.0,17.0,,24.0,11.0,,,,,5.0
150162990252783,Cardenas Elem School,Chicago,Cook,LARGE,ELEMENTARY,80.0,39.0,41.0,,,77.0,,,,,7.0
150162990252785,Powell Elem Paideia Comm Academy,Chicago,Cook,LARGE,ELEMENTARY,31.0,19.0,12.0,,31.0,,,,,,0.0
15016299025278C,CICS - Wrightwood,Chicago,Cook,LARGE,CHARTER SCH,42.0,25.0,17.0,,38.0,,,,,,5.0
150162990252799,Curtis Elem School,Chicago,Cook,LARGE,ELEMENTARY,3.0,2.0,1.0,,2.0,,,,,,0.0
150162990252800,Beasley Elem Magnet Academic Ctr,Chicago,Cook,LARGE,ELEMENTARY,79.0,51.0,28.0,,75.0,,,,,,7.0
150162990252802,Mays Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,8.0,4.0,4.0,,8.0,,,,,,
150162990252804,Metcalfe Elem Community Academy,Chicago,Cook,LARGE,ELEMENTARY,7.0,2.0,5.0,,7.0,,,,,,0.0
150162990252805,Decatur Classical Elem School,Chicago,Cook,LARGE,ELEMENTARY,55.0,28.0,27.0,31.0,,,12.0,,,,12.0
150162990252806,Kanoon Elem Magnet School,Chicago,Cook,LARGE,ELEMENTARY,33.0,15.0,18.0,,,33.0,,,,,6.0
150162990252807,Randolph Elem School,Chicago,Cook,LARGE,ELEMENTARY,18.0,9.0,9.0,,10.0,8.0,,,,,
150162990252809,Poe Elem Classical School,Chicago,Cook,LARGE,ELEMENTARY,32.0,15.0,17.0,,25.0,,,,,,
15016299025280C,CICS - Bond Campus,Chicago,Cook,LARGE,CHARTER SCH,3.0,3.0,0.0,,3.0,,,,,,
150162990252811,Gunsaulus Elem Scholastic Academy,Chicago,Cook,LARGE,ELEMENTARY,74.0,34.0,40.0,,,69.0,,,,,10.0
15016299025281C,Univ of Chicago Chtr-Donoghue,Chicago,Cook,LARGE,CHARTER SCH,11.0,4.0,7.0,,11.0,,,,,,2.0
150162990252823,Ninos Heroes Elem Academic Ctr,Chicago,Cook,LARGE,ELEMENTARY,17.0,10.0,7.0,,13.0,4.0,,,,,
150162990252825,De Diego Elem Community Academy,Chicago,Cook,LARGE,ELEMENTARY,25.0,20.0,5.0,,6.0,16.0,,,,,7.0
150162990252826,Turner-Drew Elem Language Academy,Chicago,Cook,LARGE,ELEMENTARY,10.0,5.0,5.0,,10.0,,,,,,1.0
150162990252828,Sabin Elem Magnet School,Chicago,Cook,LARGE,ELEMENTARY,9.0,4.0,5.0,,,8.0,,,,,1.0
150162990252829,Saucedo Elem Scholastic Academy,Chicago,Cook,LARGE,ELEMENTARY,82.0,42.0,40.0,,,82.0,,,,,10.0
15016299025282C,KIPP Chicago Charters - Ascend Academy,Chicago,Cook,LARGE,CHARTER SCH,55.0,20.0,35.0,,45.0,7.0,,,,,4.0
150162990252837,Daley Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,15.0,6.0,9.0,,,15.0,,,,,2.0
150162990252838,Madero Middle School,Chicago,Cook,LARGE,ELEMENTARY,24.0,17.0,7.0,,,24.0,,,,,2.0
15016299025283C,LEARN Chtr - Butler,Chicago,Cook,LARGE,CHARTER SCH,31.0,16.0,15.0,,29.0,,,,,,2.0
150162990252842,Orozco Elem Fine Arts & Sciences,Chicago,Cook,LARGE,ELEMENTARY,39.0,22.0,17.0,,,39.0,,,,,5.0
150162990252844,Morton Elem Career Academy,Chicago,Cook,LARGE,ELEMENTARY,4.0,2.0,2.0,,3.0,,,,,,0.0
15016299025284C,Acero Chtr Sch Network  - Jovita Idar Elem School,Chicago,Cook,LARGE,CHARTER SCH,58.0,28.0,30.0,,,58.0,,,,,3.0
150162990252850,Albany Park Multicultural Elem,Chicago,Cook,LARGE,ELEMENTARY,42.0,19.0,23.0,,,36.0,,,,,7.0
150162990252855,South Loop Elem School,Chicago,Cook,LARGE,ELEMENTARY,128.0,66.0,62.0,50.0,39.0,12.0,17.0,,,,12.0
150162990252856,Lenart Elem Regional Gifted Ctr,Chicago,Cook,LARGE,ELEMENTARY,44.0,13.0,31.0,,30.0,,,,,,
15016299025285C,Acero Chtr Sch Network - PFC Omar E Torres Elem Sch,Chicago,Cook,LARGE,CHARTER SCH,44.0,20.0,24.0,,,42.0,,,,,2.0
150162990252862,Casals Elem School,Chicago,Cook,LARGE,ELEMENTARY,35.0,20.0,15.0,,4.0,30.0,,,,,2.0
150162990252864,Perez Elem School,Chicago,Cook,LARGE,ELEMENTARY,34.0,18.0,16.0,,,34.0,,,,,2.0
150162990252867,Ruiz Elem School,Chicago,Cook,LARGE,ELEMENTARY,41.0,15.0,26.0,,,38.0,,,,,6.0
150162990252870,Brighton Park Elem School,Chicago,Cook,LARGE,ELEMENTARY,27.0,14.0,13.0,,,25.0,,,,,0.0
150162990252873,Evergreen Academy Elem School,Chicago,Cook,LARGE,ELEMENTARY,30.0,13.0,17.0,,,26.0,,,,,6.0
150162990252876,Carson Elem School,Chicago,Cook,LARGE,ELEMENTARY,80.0,37.0,43.0,,,80.0,,,,,2.0
150162990252877,McAuliffe Elem School,Chicago,Cook,LARGE,ELEMENTARY,34.0,19.0,15.0,,,33.0,,,,,5.0
150162990252878,Galileo Elem Math & Sci Schol Acd,Chicago,Cook,LARGE,ELEMENTARY,64.0,29.0,35.0,10.0,9.0,38.0,,,,,9.0
150162990252881,Avondale - Logandale Elementary School,Chicago,Cook,LARGE,ELEMENTARY,49.0,27.0,22.0,,,46.0,,,,,5.0
150162990252886,Chavez Elem Multicultural Acad Ct,Chicago,Cook,LARGE,ELEMENTARY,74.0,31.0,43.0,,,74.0,,,,,6.0
150162990252889,Jordan Elem Community School,Chicago,Cook,LARGE,ELEMENTARY,18.0,8.0,10.0,0.0,4.0,13.0,,,,,0.0
150162990252892,Kellman Corporate Community Elem,Chicago,Cook,LARGE,ELEMENTARY,3.0,1.0,2.0,,2.0,,,,,,
150162990252893,Finkl Elem School,Chicago,Cook,LARGE,ELEMENTARY,19.0,12.0,7.0,,,17.0,,,,,2.0
150162990252895,Ariel Elem Community Academy,Chicago,Cook,LARGE,ELEMENTARY,13.0,7.0,6.0,,13.0,,,,,,1.0
150162990252896,Little Village Elem School,Chicago,Cook,LARGE,ELEMENTARY,61.0,24.0,37.0,,,61.0,,,,,6.0
150162990252897,Zapata Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,63.0,38.0,25.0,,,63.0,,,,,10.0
150162990252898,Ortiz De Dominguez Elem School,Chicago,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
150162990252900,Lara Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,24.0,9.0,15.0,,,24.0,,,,,1.0
150162990252901,Telpochcalli Elem School,Chicago,Cook,LARGE,ELEMENTARY,14.0,3.0,11.0,,,12.0,,,,,
150162990252902,Wells Preparatory Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,8.0,3.0,5.0,,8.0,,,,,,
150162990252903,Woodlawn Elem Community School,Chicago,Cook,LARGE,ELEMENTARY,12.0,5.0,7.0,,12.0,,,,,,
150162990252904,Christopher Elem School,Chicago,Cook,LARGE,ELEMENTARY,19.0,11.0,8.0,,,19.0,,,,,1.0
150162990252908,West Park Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,28.0,16.0,12.0,,3.0,25.0,,,,,4.0
150162990252912,Marine Leadership Academy - Ames,Chicago,Cook,LARGE,ELEMENTARY,49.0,27.0,22.0,,,48.0,,,,,1.0
150162990252913,Fairfield Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,22.0,13.0,9.0,,2.0,20.0,,,,,0.0
150162990252914,Sandoval Elem School,Chicago,Cook,LARGE,ELEMENTARY,52.0,27.0,25.0,,,51.0,,,,,0.0
150162990252915,Northwest Middle School,Chicago,Cook,LARGE,ELEMENTARY,27.0,14.0,13.0,,,27.0,,,,,7.0
150162990252916,Hampton Elem Fine & Perf Arts Sch,Chicago,Cook,LARGE,ELEMENTARY,22.0,15.0,7.0,,7.0,14.0,,,,,7.0
150162990252918,Colemon J Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,19.0,7.0,12.0,,18.0,,,,,,4.0
150162990252919,Columbia Explorers Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,86.0,49.0,37.0,,,86.0,,,,,9.0
150162990252920,Chicago Academy Elem School,Chicago,Cook,LARGE,ELEMENTARY,51.0,26.0,25.0,13.0,,32.0,,,,,7.0
150162990252921,Courtenay Elem Language Arts Ctr,Chicago,Cook,LARGE,ELEMENTARY,16.0,9.0,7.0,,10.0,6.0,,,,,1.0
150162990252922,Ashburn Community Elem School,Chicago,Cook,LARGE,ELEMENTARY,20.0,8.0,12.0,,15.0,5.0,,,,,1.0
150162990252923,Belmont-Cragin Elem School,Chicago,Cook,LARGE,ELEMENTARY,10.0,7.0,3.0,,,10.0,,,,,1.0
150162990252924,National Teachers Elem Academy,Chicago,Cook,LARGE,ELEMENTARY,69.0,34.0,35.0,13.0,41.0,3.0,,,,,12.0
150162990252926,Talman Elem School,Chicago,Cook,LARGE,ELEMENTARY,21.0,12.0,9.0,,,21.0,,,,,3.0
150162990252930,New Field Elem School,Chicago,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
150162990252933,Durkin Park Elem School,Chicago,Cook,LARGE,ELEMENTARY,57.0,32.0,25.0,,3.0,50.0,,,,,9.0
150162990252934,Calmeca Acad Elem School,Chicago,Cook,LARGE,ELEMENTARY,41.0,22.0,19.0,,,41.0,,,,,6.0
150162990252935,North River Elem School,Chicago,Cook,LARGE,ELEMENTARY,17.0,8.0,9.0,,,14.0,,,,,
150162990252936,Claremont Academy Elem School,Chicago,Cook,LARGE,ELEMENTARY,17.0,8.0,9.0,,12.0,4.0,,,,,5.0
150162990252937,James R Doolittle Academy,Chicago,Cook,LARGE,ELEMENTARY,7.0,3.0,4.0,,7.0,,,,,,1.0
150162990252941,Suder Montessori Elem Magnet Schl,Chicago,Cook,LARGE,ELEMENTARY,16.0,12.0,4.0,,6.0,4.0,,,,,4.0
150162990252943,Tarkington Elem School,Chicago,Cook,LARGE,ELEMENTARY,52.0,30.0,22.0,,5.0,45.0,,,,,7.0
150162990252945,Frazier Perspectives Magnet ES,Chicago,Cook,LARGE,ELEMENTARY,16.0,10.0,6.0,,16.0,,,,,,
150162990252949,Disney II Elem School,Chicago,Cook,LARGE,ELEMENTARY,42.0,18.0,24.0,27.0,,13.0,,,,,3.0
150162990252951,Plato Learning Acad  Elem School,Chicago,Cook,LARGE,ELEMENTARY,6.0,1.0,5.0,,6.0,,,,,,
150162990252953,Edison Park Elem School,Chicago,Cook,LARGE,ELEMENTARY,35.0,15.0,20.0,18.0,,13.0,,,,,7.0
150162990252954,Davis M Magnet Elem School,Chicago,Cook,LARGE,ELEMENTARY,10.0,4.0,6.0,,8.0,,,,,,0.0
150162990252955,LaSalle II Lang Acad Elem Sch,Chicago,Cook,LARGE,ELEMENTARY,94.0,39.0,55.0,29.0,22.0,33.0,,,,,19.0
150162990252958,Prieto Math-Science Elem Sch,Chicago,Cook,LARGE,ELEMENTARY,36.0,21.0,15.0,,,33.0,,,,,3.0
150162990252959,Skinner North Elem Sch,Chicago,Cook,LARGE,ELEMENTARY,101.0,61.0,40.0,33.0,,,46.0,,,,21.0
150162990252960,South Shore Fine Arts Elem Sch,Chicago,Cook,LARGE,ELEMENTARY,10.0,4.0,6.0,,10.0,,,,,,1.0
150162990252961,Hope Learning Academy,Chicago,Cook,LARGE,ELEMENTARY,7.0,3.0,4.0,,7.0,,,,,,3.0
150162990252963,Camras Elem School,Chicago,Cook,LARGE,ELEMENTARY,51.0,21.0,30.0,,,46.0,,,,,7.0
150162990252964,Garcia Lorca Elem School,Chicago,Cook,LARGE,ELEMENTARY,53.0,30.0,23.0,,,51.0,,,,,10.0
150162990252965,West Ridge Elem School,Chicago,Cook,LARGE,ELEMENTARY,65.0,28.0,37.0,22.0,10.0,9.0,23.0,,,,5.0
150162990252966,Azuela Elem School,Chicago,Cook,LARGE,ELEMENTARY,80.0,44.0,36.0,,,78.0,,,,,4.0
150162990252967,STEM Magnet Academy Elem,Chicago,Cook,LARGE,ELEMENTARY,46.0,26.0,20.0,,10.0,12.0,18.0,,,,6.0
150162990252968,Shields Middle School,Chicago,Cook,LARGE,ELEMENTARY,86.0,53.0,33.0,,,86.0,,,,,9.0
150162990252969,Sadlowski Elementary School,Chicago,Cook,LARGE,ELEMENTARY,40.0,17.0,23.0,,,37.0,,,,,6.0
150162990252970,Richardson Middle School,Chicago,Cook,LARGE,ELEMENTARY,181.0,95.0,86.0,,,180.0,,,,,10.0
150162990252971,Sor Juana Ines de la Cruz,Chicago,Cook,LARGE,ELEMENTARY,44.0,24.0,20.0,,,36.0,,,,,8.0
150162990252972,Bronzeville Classical Elementary School,Chicago,Cook,LARGE,ELEMENTARY,45.0,23.0,22.0,,33.0,,,,,,11.0
150162990253735,Rudolph Elem Learning Center,Chicago,,LARGE,ELEMENTARY,,,,,,,,,,,
150162990253760,Beard Elem School,Chicago,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
150162990253761,Blair Early Childhood Center,Chicago,Cook,LARGE,ELEMENTARY,,,,,,,,,,,
150162990253762,Stock Early Childhood Center,Chicago,Cook,LARGE,PreK,,,,,,,,,,,
150162990253781,Vick Early Childhood & Family Ctr,Chicago,Cook,LARGE,PreK,,,,,,,,,,,
150162990253787,Thomas Early Childhood Center,Chicago,Cook,LARGE,PreK,,,,,,,,,,,
15016900025201C,Horizon Science Acad-McKinley Park Charter Sch,Chicago,Cook,MEDIUM,CHARTER SCH,71.0,42.0,29.0,,6.0,55.0,,,,,11.0
15016901025201C,Horizon Science Acad-Belmont Charter Sch,Chicago,Cook,MEDIUM,CHARTER SCH,43.0,22.0,21.0,,15.0,26.0,,,,,2.0
15016902025201C,ACE Amandla Charter School,Chicago,Cook,SMALL,CHARTER SCH,6.0,4.0,2.0,,4.0,,,,,,
15016903025201C,Bronzeville Academy Charter School,Chicago,Cook,SMALL,CHARTER SCH,21.0,11.0,10.0,,21.0,,,,,,1.0
15016904025201C,Betty  Shabazz International Charter School,Chicago,Cook,MEDIUM,CHARTER SCH,12.0,4.0,8.0,,12.0,,,,,,
15016904025202C,Barbara A Sizemore Campus,Chicago,Cook,MEDIUM,CHARTER SCH,11.0,6.0,5.0,,10.0,,,,,,
15016905025001C,Intrinsic 2 Charter High School,Chicago,Cook,SMALL,HIGH SCHOOL,42.0,12.0,30.0,,20.0,18.0,,,,,4.0
15016906025001C,Urban Prep Charter Acad for Young Men - Downtown Campus,Chicago,Cook,SMALL,HIGH SCHOOL,0.0,0.0,,,0.0,,,,,,
160194240260001,Genoa-Kingston High School,Genoa,Dekalb,MEDIUM,HIGH SCHOOL,83.0,41.0,42.0,64.0,,15.0,,,,,5.0
160194240261003,Genoa-Kingston Middle School,Genoa,Dekalb,MEDIUM,MIDDLE SCHL,80.0,46.0,34.0,58.0,,18.0,,,,,3.0
160194240262004,Kingston Elementary School,Kingston,Dekalb,MEDIUM,ELEMENTARY,,,,,,,,,,,
160194240262005,Genoa Elementary School,Genoa,Dekalb,MEDIUM,ELEMENTARY,53.0,35.0,18.0,42.0,,8.0,,,,,5.0
160194250260001,Indian Creek High School,Shabbona,Dekalb,MEDIUM,HIGH SCHOOL,37.0,15.0,22.0,32.0,,,,,,,
160194250261001,Indian Creek Middle School,Waterman,Dekalb,MEDIUM,MIDDLE SCHL,57.0,34.0,23.0,53.0,,4.0,,,,,5.0
160194250262002,Indian Creek Elementary School,Shabbona,Dekalb,MEDIUM,ELEMENTARY,,,,,,,,,,,
160194260260003,Hiawatha Jr/Sr High School,Kirkland,Dekalb,MEDIUM,HIGH SCHOOL,27.0,16.0,11.0,24.0,,,,,,,4.0
160194260262001,Hiawatha Elem Sch PreK-5,Kirkland,Dekalb,MEDIUM,ELEMENTARY,24.0,10.0,14.0,18.0,,,,,,,
160194270260001,Sycamore High School,Sycamore,Dekalb,LARGE,HIGH SCHOOL,194.0,82.0,112.0,151.0,8.0,20.0,,,,10.0,25.0
160194270261002,Sycamore Middle School,Sycamore,Dekalb,LARGE,MIDDLE SCHL,136.0,78.0,58.0,116.0,,14.0,,,,5.0,19.0
160194270262004,North Elementary School,Sycamore,Dekalb,LARGE,ELEMENTARY,31.0,18.0,13.0,28.0,,,,,,,
160194270262005,Southeast Elem School,Sycamore,Dekalb,LARGE,ELEMENTARY,33.0,14.0,19.0,31.0,,,,,,,4.0
160194270262006,West Elem School,Sycamore,Dekalb,LARGE,ELEMENTARY,34.0,12.0,22.0,24.0,,7.0,,,,,
160194270262007,South Prairie Elementary School,Sycamore,Dekalb,LARGE,ELEMENTARY,33.0,13.0,20.0,23.0,,,,,,,
160194270262008,North Grove Elementary School,Sycamore,Dekalb,LARGE,ELEMENTARY,55.0,27.0,28.0,52.0,,,,,,,
160194280260011,DeKalb High School,Dekalb,Dekalb,LARGE,HIGH SCHOOL,136.0,78.0,58.0,75.0,10.0,37.0,,,,8.0,20.0
160194280261010,Huntley Middle School,Dekalb,Dekalb,LARGE,MIDDLE SCHL,104.0,47.0,56.0,63.0,14.0,22.0,,,,2.0,9.0
160194280261011,Clinton Rosette Middle School,DeKalb,Dekalb,LARGE,MIDDLE SCHL,52.0,25.0,27.0,35.0,4.0,11.0,,,,0.0,8.0
160194280262005,Jefferson Elem School,Dekalb,Dekalb,LARGE,ELEMENTARY,28.0,15.0,13.0,15.0,2.0,7.0,,,,,
160194280262006,Lincoln Elementary School,DeKalb,Dekalb,LARGE,ELEMENTARY,21.0,10.0,11.0,17.0,3.0,,,,,,
160194280262007,Littlejohn Elem School,DeKalb,Dekalb,LARGE,ELEMENTARY,20.0,11.0,9.0,8.0,1.0,10.0,,,,,3.0
160194280262008,Tyler Elementary School,De Kalb,Dekalb,LARGE,ELEMENTARY,7.0,3.0,4.0,,4.0,,,,,,
160194280262009,Cortland Elementary School,Cortland,Dekalb,LARGE,ELEMENTARY,25.0,13.0,12.0,13.0,2.0,9.0,,,,,0.0
160194280262011,Gwendolyn Brooks Elem Sch,Dekalb,Dekalb,LARGE,ELEMENTARY,22.0,10.0,12.0,11.0,7.0,,,,,,4.0
160194280262012,Malta Elementary School,Malta,Dekalb,LARGE,ELEMENTARY,17.0,11.0,6.0,12.0,3.0,,,,,,3.0
160194280262014,Founders Elementary School,Dekalb,Dekalb,LARGE,ELEMENTARY,21.0,14.0,7.0,9.0,1.0,10.0,,,,,2.0
160194280263001,DeKalb Early Learning and Development Center,Dekalb,Dekalb,LARGE,PreK,,,,,,,,,,,
160194290260003,Hinckley-Big Rock High School,Hinckley,Dekalb,MEDIUM,HIGH SCHOOL,33.0,21.0,12.0,28.0,,,,,,,5.0
160194290262001,Hinckley-Big Rock Middle Sch,Big Rock,Dekalb,MEDIUM,ELEMENTARY,23.0,9.0,14.0,21.0,,,,,,,4.0
160194290262002,Hinckley-Big Rock Elem Sch,Hinckley,Dekalb,MEDIUM,ELEMENTARY,18.0,8.0,10.0,16.0,,,,,,,
160194300260001,Sandwich Community High School,Sandwich,Dekalb,LARGE,HIGH SCHOOL,52.0,27.0,25.0,47.0,,2.0,,,,,6.0
160194300261001,Sandwich Middle School,Sandwich,Dekalb,LARGE,MIDDLE SCHL,75.0,41.0,34.0,58.0,,14.0,,,,,6.0
160194300262003,Lynn G Haskin Elementary School,Sandwich,Dekalb,LARGE,ELEMENTARY,,,,,,,,,,,
160194300262004,W W Woodbury Elem School,Sandwich,Dekalb,LARGE,ELEMENTARY,,,,,,,,,,,
160194300262006,Prairie View Elem School,Sandwich,Dekalb,LARGE,ELEMENTARY,,,,,,,,,,,
160194300262007,Herman E Dummer,Sandwich,Dekalb,LARGE,ELEMENTARY,77.0,38.0,39.0,63.0,,14.0,,,,,10.0
160194320260003,Somonauk High School,Somonauk,Dekalb,MEDIUM,HIGH SCHOOL,,,,,,,,,,,
