RCDTS,School Name,City,County,District Size,School Type,# Science Proficiency Total Student,# Science Proficiency - Male,# Science Proficiency - Female,# Science Proficiency - White,# Science Proficiency - Black or African American,# Science Proficiency - Hispanic or Latino,# Science Proficiency - Asian,# Science Proficiency - Native Hawaiian or Other Pacific Islander,# Science Proficiency - American Indian or Alaska Native,# Science Proficiency - Two or More Races,# Science Proficiency - Children with Disabilities
400560340262001,North Mac Intermediate,Girard,Macoupin,MEDIUM,ELEMENTARY,41.0,16.0,25.0,36.0,,,,,,,0.0
400560340262002,North Mac Elementary,Virden,Macoupin,MEDIUM,ELEMENTARY,,,,,,,,,,,
410570010260001,Roxana Sr High School,Roxana,Madison,LARGE,HIGH SCHOOL,54.0,27.0,27.0,52.0,,,,,,,3.0
410570010261001,Roxana Junior High School,Roxana,Madison,LARGE,MIDDLE SCHL,81.0,42.0,39.0,72.0,,,,,,,7.0
410570010262004,Central Intermediate School,Roxana,Madison,LARGE,ELEMENTARY,61.0,37.0,24.0,53.0,2.0,,,,,,6.0
410570010262006,South Primary School,South Roxana,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570020260001,Triad High School,Troy,Madison,LARGE,HIGH SCHOOL,223.0,113.0,110.0,204.0,,8.0,,,,,22.0
410570020261008,Triad Middle School,Saint Jacob,Madison,LARGE,MIDDLE SCHL,209.0,107.0,102.0,199.0,,,,,,7.0,30.0
410570020262003,Marine Elem School,Marine,Madison,LARGE,ELEMENTARY,18.0,11.0,,16.0,,,,,,,
410570020262004,Silver Creek Elementary,Troy,Madison,LARGE,ELEMENTARY,74.0,38.0,36.0,70.0,,,,,,,9.0
410570020262005,St Jacob Elem School,Saint Jacob,Madison,LARGE,ELEMENTARY,30.0,20.0,10.0,29.0,,,,,,,
410570020262008,C A Henning School,Troy,Madison,LARGE,ELEMENTARY,78.0,41.0,37.0,70.0,,,,,,,7.0
410570030262002,Venice Elem School,Granite City,Madison,SMALL,ELEMENTARY,4.0,,,,4.0,,,,,,
410570050260001,Highland High School,Highland,Madison,LARGE,HIGH SCHOOL,135.0,61.0,74.0,123.0,,,,,,,17.0
410570050261002,Highland Middle School,Highland,Madison,LARGE,MIDDLE SCHL,117.0,72.0,45.0,111.0,,,,,,,11.0
410570050262003,Highland Primary School,Highland,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570050262004,Alhambra Primary School,Alhambra,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570050262005,Grantfork Upper Elementary Sch,Highland,Madison,LARGE,ELEMENTARY,35.0,12.0,23.0,34.0,,,,,,,
410570050262008,Highland Elementary  School,Highland,Madison,LARGE,ELEMENTARY,120.0,67.0,53.0,113.0,,,,,,,20.0
410570070260001,Edwardsville High School,Edwardsville,Madison,LARGE,HIGH SCHOOL,314.0,152.0,162.0,258.0,14.0,18.0,11.0,,,12.0,32.0
410570070261001,Liberty Middle School,Edwardsville,Madison,LARGE,MIDDLE SCHL,207.0,99.0,108.0,168.0,9.0,7.0,11.0,,,12.0,19.0
410570070261002,Lincoln Middle School,Edwardsville,Madison,LARGE,MIDDLE SCHL,174.0,87.0,87.0,138.0,7.0,10.0,,,,15.0,14.0
410570070262003,Columbus Elem School,Edwardsville,Madison,LARGE,ELEMENTARY,85.0,47.0,38.0,77.0,,,,,,,13.0
410570070262004,LeClaire Elem School,Edwardsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570070262005,Worden Elementary School,Worden,Madison,LARGE,ELEMENTARY,58.0,33.0,25.0,57.0,,,,,,,2.0
410570070262006,Glen Carbon Elem School,Glen Carbon,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570070262007,N O Nelson Elem School,Edwardsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570070262008,Hamel Elementary School,Hamel,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570070262009,Midway School,Moro,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570070262010,Woodland Elementary School,Edwardsville,Madison,LARGE,ELEMENTARY,95.0,48.0,47.0,73.0,3.0,6.0,7.0,,,6.0,6.0
410570070262011,Goshen Elementary,Edwardsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570070262012,Albert Cassens Elementary,Glen Carbon,Madison,LARGE,ELEMENTARY,95.0,43.0,52.0,76.0,3.0,,,,,8.0,5.0
410570080260001,Civic Memorial High School,Bethalto,Madison,LARGE,HIGH SCHOOL,81.0,41.0,40.0,74.0,,,,,,,5.0
410570080261002,Wilbur Trimpe Middle School,Bethalto,Madison,LARGE,MIDDLE SCHL,96.0,47.0,49.0,88.0,,6.0,,,,,8.0
410570080262003,Bethalto East Primary School,Bethalto,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570080262007,Meadowbrook Intermediate Sch,Moro,Madison,LARGE,ELEMENTARY,75.0,40.0,35.0,66.0,,,,,,,3.0
410570080262009,Parkside Primary School,Bethalto,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570090260001,Granite City High School,Granite City,Madison,LARGE,HIGH SCHOOL,151.0,69.0,82.0,113.0,14.0,17.0,,,,3.0,11.0
410570090261003,Coolidge Junior High Sch,Granite City,Madison,LARGE,MIDDLE SCHL,181.0,92.0,89.0,134.0,16.0,21.0,,,,7.0,10.0
410570090262007,Frohardt Elem School,Granite City,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570090262012,Maryville Elem School,Granite City,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570090262013,Mitchell Elementary School,Granite City,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570090262020,Wilson Elem School,Granite City,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570090262022,Prather Elementary School,Granite City,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570090262024,Grigsby Intermediate School,Granite City,Madison,LARGE,ELEMENTARY,135.0,65.0,70.0,91.0,12.0,20.0,,,,9.0,18.0
410570100260001,Collinsville High School,Collinsville,Madison,LARGE,HIGH SCHOOL,241.0,131.0,110.0,165.0,21.0,45.0,,,,7.0,19.0
410570100261003,Collinsville Middle School,Collinsville,Madison,LARGE,MIDDLE SCHL,181.0,89.0,92.0,127.0,12.0,31.0,,,,10.0,17.0
410570100262001,Webster Elementary School,Collinsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262006,Caseyville Elementary School,Caseyville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262011,Kreitner Elem School,Collinsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262013,Jefferson Elem School,Collinsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262014,John A Renfro Elementary School,Collinsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262020,Summit Elementary School,Collinsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262022,Maryville Elem School,Maryville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262023,Twin Echo Elem School,Collinsville,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570100262024,Dorris Intermediate Sch,Collinsville,Madison,LARGE,ELEMENTARY,188.0,105.0,83.0,123.0,14.0,31.0,,,,17.0,22.0
410570110260001,Alton High School,Alton,Madison,LARGE,HIGH SCHOOL,200.0,103.0,97.0,146.0,23.0,6.0,,,,22.0,24.0
410570110261006,Alton Middle School,Alton,Madison,LARGE,MIDDLE SCHL,190.0,90.0,100.0,127.0,32.0,6.0,,,,23.0,14.0
410570110262007,Eunice Smith Elem School,Alton,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570110262010,Gilson Brown Elem School,Godfrey,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570110262015,Lewis & Clark Elem School,Godfrey,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570110262024,Lovejoy Elem School,Alton,Madison,LARGE,ELEMENTARY,,,,,,,,,,,
410570110262028,West Elementary School,Alton,Madison,LARGE,ELEMENTARY,27.0,12.0,15.0,20.0,4.0,,,,,1.0,3.0
410570110262029,East Elementary School,Alton,Madison,LARGE,ELEMENTARY,75.0,31.0,44.0,51.0,15.0,,,,,7.0,3.0
410570110262030,North Elementary School,Godfrey,Madison,LARGE,ELEMENTARY,56.0,27.0,29.0,42.0,6.0,,,,,2.0,7.0
410570120260001,Madison Senior High School,Madison,Madison,MEDIUM,HIGH SCHOOL,7.0,2.0,5.0,,6.0,,,,,,1.0
410570120261003,Madison Jr High School,Madison,Madison,MEDIUM,MIDDLE SCHL,6.0,3.0,3.0,,5.0,,,,,,
410570120262008,Bernard Long Elem School,Madison,Madison,MEDIUM,ELEMENTARY,4.0,2.0,2.0,,2.0,,,,,,
410570130021001,East Alton Middle School,East Alton,Madison,MEDIUM,MIDDLE SCHL,27.0,10.0,17.0,26.0,,,,,,,0.0
410570130022002,Eastwood Elem School,East Alton,Madison,MEDIUM,ELEMENTARY,19.0,9.0,10.0,17.0,,,,,,,2.0
410570130023002,Washington Elem School,East Alton,Madison,MEDIUM,PreK,,,,,,,,,,,
410570140160001,East Alton-Wood River High Sch,Wood River,Madison,SMALL,HIGH SCHOOL,59.0,29.0,30.0,50.0,3.0,,,,,,8.0
410570150031001,Lewis-Clark Jr High School,Wood River,Madison,MEDIUM,MIDDLE SCHL,15.0,6.0,9.0,10.0,,,,,,,1.0
410570150032002,Lewis-Clark Elem School,Wood River,Madison,MEDIUM,ELEMENTARY,18.0,7.0,11.0,13.0,,,,,,,4.0
410570150032004,Hartford Elem School,Hartford,Madison,MEDIUM,ELEMENTARY,6.0,,,5.0,,,,,,,
440630020031001,Nippersink Middle School,Richmond,McHenry,MEDIUM,MIDDLE SCHL,68.0,32.0,36.0,62.0,,,,,,,4.0
440630020032001,Richmond Grade School,Richmond,McHenry,MEDIUM,ELEMENTARY,55.0,29.0,26.0,43.0,,8.0,,,,,11.0
440630020032002,Spring Grove Elementary School,Spring Grove,McHenry,MEDIUM,ELEMENTARY,35.0,18.0,17.0,32.0,,,,,,,
440630030031001,Fox River Grove Middle School,Fox River Grove,McHenry,MEDIUM,MIDDLE SCHL,42.0,28.0,14.0,32.0,,,,,,7.0,8.0
440630030032001,Algonquin Road Elem School,Fox River Grove,McHenry,MEDIUM,ELEMENTARY,,,,,,,,,,,
440630120260002,Johnsburg High School,Johnsburg,McHenry,LARGE,HIGH SCHOOL,110.0,46.0,64.0,92.0,,11.0,,,,,10.0
440630120261003,Johnsburg Jr High School,Johnsburg,McHenry,LARGE,MIDDLE SCHL,66.0,30.0,36.0,58.0,,,,,,,8.0
440630120262001,Johnsburg Elementary School,Johnsburg,McHenry,LARGE,ELEMENTARY,79.0,39.0,40.0,66.0,,8.0,,,,,12.0
440630120262002,Ringwood School Primary Ctr,Ringwood,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440630150041006,McHenry Middle School,McHenry,McHenry,LARGE,MIDDLE SCHL,134.0,71.0,63.0,102.0,,28.0,,,,,17.0
440630150041007,Parkland School,McHenry,McHenry,LARGE,MIDDLE SCHL,154.0,86.0,68.0,110.0,,35.0,,,,,21.0
440630150041008,Chauncey H Duker School,McHenry,McHenry,LARGE,MIDDLE SCHL,82.0,37.0,45.0,60.0,,16.0,,,,,7.0
440630150042001,Edgebrook Elem School,Mchenry,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440630150042002,Hilltop Elem School,McHenry,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440630150042003,Landmark Elem School,McHenry,McHenry,LARGE,ELEMENTARY,31.0,17.0,14.0,26.0,,,,,,,
440630150042004,Valley View Elem School,Mchenry,McHenry,LARGE,ELEMENTARY,44.0,24.0,20.0,32.0,,7.0,,,,,5.0
440630150042005,Riverwood Elementary School,McHenry,McHenry,LARGE,ELEMENTARY,57.0,28.0,29.0,40.0,,14.0,,,,,6.0
440630180042001,Riley Comm Cons School,Marengo,McHenry,MEDIUM,ELEMENTARY,51.0,23.0,28.0,46.0,,4.0,,,,,4.0
440630190240002,Alden-Hebron High School,Hebron,McHenry,SMALL,HIGH SCHOOL,10.0,,6.0,10.0,,,,,,,
440630190241001,Alden-Hebron Middle School,Hebron,McHenry,SMALL,MIDDLE SCHL,12.0,9.0,,11.0,,,,,,,
440630190242001,Alden Hebron Elem School,Hebron,McHenry,SMALL,ELEMENTARY,22.0,11.0,11.0,18.0,,4.0,,,,,
440630260041004,Cary Jr High School,Cary,McHenry,LARGE,MIDDLE SCHL,178.0,99.0,79.0,139.0,,21.0,,,,12.0,22.0
440630260042002,Briargate Elem School,Cary,McHenry,LARGE,ELEMENTARY,46.0,28.0,18.0,38.0,,5.0,,,,,8.0
440630260042004,Three Oaks School,Cary,McHenry,LARGE,ELEMENTARY,39.0,22.0,17.0,34.0,,4.0,,,,,11.0
440630260042005,Deer Path Elem School,Cary,McHenry,LARGE,ELEMENTARY,55.0,35.0,20.0,41.0,,10.0,,,,,8.0
440630260042007,Oak Knoll Early Childhood Center,Cary,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440630360022001,Harrison Elem School,Wonder Lake,McHenry,MEDIUM,ELEMENTARY,33.0,17.0,16.0,18.0,,13.0,,,,,3.0
440630460031001,Prairie Grove Junior High School,Crystal Lake,McHenry,MEDIUM,MIDDLE SCHL,128.0,75.0,53.0,114.0,,7.0,,,,,21.0
440630460032001,Prairie Grove Elem School,Crystal Lake,McHenry,MEDIUM,ELEMENTARY,,,,,,,,,,,
440630470041004,Lundahl Middle School,Crystal Lake,McHenry,LARGE,MIDDLE SCHL,189.0,84.0,105.0,138.0,,42.0,,,,,26.0
440630470041005,Hannah Beardsley Middle School,Crystal Lake,McHenry,LARGE,MIDDLE SCHL,178.0,79.0,99.0,128.0,,40.0,,,,,22.0
440630470041006,Richard F Bernotas Middle Sch,Crystal Lake,McHenry,LARGE,MIDDLE SCHL,182.0,92.0,90.0,149.0,,16.0,10.0,,,5.0,21.0
440630470042001,Canterbury Elem School,Crystal Lake,McHenry,LARGE,ELEMENTARY,32.0,13.0,19.0,14.0,,13.0,,,,,3.0
440630470042002,Husmann Elem School,Crystal Lake,McHenry,LARGE,ELEMENTARY,59.0,33.0,26.0,50.0,,7.0,,,,,5.0
440630470042003,Coventry Elem School,Crystal Lake,McHenry,LARGE,ELEMENTARY,54.0,28.0,26.0,38.0,,13.0,,,,,4.0
440630470042005,North Elem School,Crystal Lake,McHenry,LARGE,ELEMENTARY,79.0,43.0,36.0,57.0,,19.0,,,,,8.0
440630470042007,South Elem School,Crystal Lake,McHenry,LARGE,ELEMENTARY,35.0,15.0,20.0,27.0,,5.0,,,,,4.0
440630470042008,West Elem School,Crystal Lake,McHenry,LARGE,ELEMENTARY,75.0,43.0,32.0,60.0,,,,,,,11.0
440630470042009,Indian Prairie Elem School,Crystal Lake,McHenry,LARGE,ELEMENTARY,52.0,20.0,32.0,41.0,,5.0,,,,,10.0
440630470042010,Woods Creek Elementary School,Crystal Lake,McHenry,LARGE,ELEMENTARY,66.0,37.0,29.0,51.0,,8.0,,,,,4.0
440630470042011,Glacier Ridge Elementary School,Crystal Lake,McHenry,LARGE,ELEMENTARY,43.0,22.0,21.0,32.0,,,,,,,4.0
440630500260001,Harvard High School,Harvard,McHenry,LARGE,HIGH SCHOOL,57.0,36.0,21.0,25.0,,29.0,,,,,8.0
440630500261002,Harvard Jr High School,Harvard,McHenry,LARGE,MIDDLE SCHL,71.0,38.0,33.0,15.0,,54.0,,,,,7.0
440630500262003,Jefferson Elem School,Harvard,McHenry,LARGE,ELEMENTARY,53.0,25.0,28.0,21.0,,31.0,,,,,4.0
440630500262007,Crosby Elem Sch,Harvard,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440630500263001,Washington Elem School,Harvard,McHenry,LARGE,PreK,,,,,,,,,,,
440631540160001,Marengo High School,Marengo,McHenry,MEDIUM,HIGH SCHOOL,70.0,35.0,35.0,48.0,,16.0,,,,,10.0
440631550160001,Crystal Lake Central High School,Crystal Lake,McHenry,LARGE,HIGH SCHOOL,195.0,95.0,100.0,141.0,,46.0,,,,,15.0
440631550160002,Cary-Grove Community High School,Cary,McHenry,LARGE,HIGH SCHOOL,257.0,142.0,115.0,216.0,,28.0,,,,,32.0
440631550160003,Crystal Lake South High School,Crystal Lake,McHenry,LARGE,HIGH SCHOOL,191.0,88.0,103.0,135.0,5.0,38.0,11.0,,,,27.0
440631550160004,Prairie Ridge High School,Crystal Lake,McHenry,LARGE,HIGH SCHOOL,159.0,78.0,81.0,135.0,,17.0,,,,,17.0
440631560160003,McHenry Community High School,Mchenry,McHenry,MEDIUM,HIGH SCHOOL,261.0,127.0,134.0,194.0,3.0,55.0,,,,,32.0
440631570160001,Richmond-Burton High School,Richmond,McHenry,MEDIUM,HIGH SCHOOL,84.0,44.0,40.0,68.0,,12.0,,,,,15.0
440631580220002,Huntley High School,Huntley,McHenry,LARGE,HIGH SCHOOL,550.0,282.0,266.0,426.0,10.0,57.0,34.0,,,22.0,25.0
440631580221002,Heineman Middle School,Algonquin,McHenry,LARGE,MIDDLE SCHL,173.0,90.0,82.0,125.0,,23.0,18.0,,,,5.0
440631580221003,Marlowe Middle School,Lake in the Hills,McHenry,LARGE,MIDDLE SCHL,328.0,166.0,162.0,236.0,4.0,44.0,24.0,,,18.0,11.0
440631580222003,Chesak Elementary School,Lake in the Hills,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440631580222004,Leggee Elementary School,Huntley,McHenry,LARGE,ELEMENTARY,105.0,46.0,59.0,75.0,,9.0,12.0,,,,8.0
440631580222005,Martin Elementary School,Lake in the Hills,McHenry,LARGE,ELEMENTARY,212.0,94.0,118.0,156.0,10.0,26.0,12.0,,,,9.0
440631580222006,Mackeben Elementary School,Algonquin,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440631580222007,Conley Elementary School,Algonquin,McHenry,LARGE,ELEMENTARY,138.0,61.0,77.0,96.0,,15.0,16.0,,,,8.0
440631580223002,District 158 Early Childhood Center,Lk In The Hls,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440631650031001,Marengo Comm Middle School,Marengo,McHenry,MEDIUM,MIDDLE SCHL,62.0,35.0,27.0,41.0,,18.0,,,,,6.0
440631650032002,Locust Elem School,Marengo,McHenry,MEDIUM,ELEMENTARY,,,,,,,,,,,
440631650032004,Ulysses S Grant Intermediate Sch,Marengo,McHenry,MEDIUM,ELEMENTARY,61.0,34.0,27.0,49.0,,11.0,,,,,4.0
440632000260008,Woodstock High School,Woodstock,McHenry,LARGE,HIGH SCHOOL,143.0,67.0,76.0,92.0,,39.0,8.0,,,,16.0
440632000260009,Woodstock North High School,Woodstock,McHenry,LARGE,HIGH SCHOOL,111.0,56.0,55.0,75.0,4.0,22.0,,,,,11.0
440632000261006,Northwood Middle School,Woodstock,McHenry,LARGE,MIDDLE SCHL,109.0,60.0,49.0,72.0,3.0,27.0,,,,,9.0
440632000261007,Creekside Middle School,Woodstock,McHenry,LARGE,MIDDLE SCHL,138.0,77.0,61.0,92.0,5.0,34.0,,,,,7.0
440632000262003,Dean Street Elem School,Woodstock,McHenry,LARGE,ELEMENTARY,32.0,19.0,13.0,17.0,,14.0,,,,,0.0
440632000262004,Greenwood Elem School,Woodstock,McHenry,LARGE,ELEMENTARY,29.0,19.0,10.0,26.0,,,,,,,
440632000262006,Westwood Elem School,Woodstock,McHenry,LARGE,ELEMENTARY,32.0,10.0,22.0,21.0,,11.0,,,,,
440632000262007,Olson Elementary School,Woodstock,McHenry,LARGE,ELEMENTARY,34.0,19.0,15.0,23.0,,10.0,,,,,8.0
440632000262008,Mary Endres Elementary School,Woodstock,McHenry,LARGE,ELEMENTARY,45.0,23.0,22.0,28.0,,12.0,,,,,4.0
440632000262009,Verda Dierzen Early Learning Ctr,Woodstock,McHenry,LARGE,ELEMENTARY,,,,,,,,,,,
440632000262010,Prairiewood Elem Sch,Woodstock,McHenry,LARGE,ELEMENTARY,53.0,32.0,21.0,36.0,,13.0,,,,,1.0
450670030260001,Valmeyer High School,Valmeyer,Monroe,SMALL,HIGH SCHOOL,17.0,10.0,7.0,17.0,,,,,,,
450670030261001,Valmeyer Jr High,Valmeyer,Monroe,SMALL,MIDDLE SCHL,13.0,7.0,,13.0,,,,,,,
450670030262001,Valmeyer Elementary School,Valmeyer,Monroe,SMALL,ELEMENTARY,15.0,9.0,,15.0,,,,,,,
450670040260001,Columbia High School,Columbia,Monroe,LARGE,HIGH SCHOOL,80.0,41.0,39.0,73.0,,,,,,,3.0
450670040261001,Columbia Middle School,Columbia,Monroe,LARGE,MIDDLE SCHL,224.0,116.0,108.0,200.0,,11.0,,,,8.0,5.0
450670040262001,Parkview Elementary School,Columbia,Monroe,LARGE,ELEMENTARY,,,,,,,,,,,
450670040262003,Eagleview Elementary School,Columbia,Monroe,LARGE,ELEMENTARY,,,,,,,,,,,
450670050260001,Waterloo High School,Waterloo,Monroe,LARGE,HIGH SCHOOL,119.0,57.0,62.0,116.0,,,,,,,13.0
450670050261001,Waterloo Junior High School,Waterloo,Monroe,LARGE,MIDDLE SCHL,160.0,81.0,79.0,154.0,,,,,,,14.0
450670050262003,W J Zahnow Elem School,Waterloo,Monroe,LARGE,ELEMENTARY,,,,,,,,,,,
450670050262004,Rogers Elem School,Waterloo,Monroe,LARGE,ELEMENTARY,,,,,,,,,,,
450670050262005,Gardner Elementary School,Waterloo,Monroe,LARGE,ELEMENTARY,137.0,72.0,65.0,131.0,,,,,,,15.0
450790010220001,Coulterville High School,Coulterville,Randolph,SMALL,HIGH SCHOOL,2.0,,1.0,2.0,,,,,,,
450790010221002,Coulterville Junior High School,Coulterville,Randolph,SMALL,MIDDLE SCHL,1.0,,0.0,1.0,,,,,,,
450790010222001,Coulterville Elementary School,Coulterville,Randolph,SMALL,ELEMENTARY,9.0,,,9.0,,,,,,,
450791320260001,Red Bud High School,Red Bud,Randolph,MEDIUM,HIGH SCHOOL,48.0,20.0,28.0,46.0,,,,,,,7.0
450791320262002,Red Bud Elem School,Red Bud,Randolph,MEDIUM,ELEMENTARY,71.0,28.0,43.0,67.0,,,,,,,9.0
450791340042001,Prairie Du Rocher Elem School,Prairie Du Rocher,Randolph,SMALL,ELEMENTARY,18.0,14.0,,17.0,,,,,,,
450791380260001,Steeleville High School,Steeleville,Randolph,SMALL,HIGH SCHOOL,20.0,13.0,,20.0,,,,,,,
450791380262002,Steeleville Elem School,Steeleville,Randolph,SMALL,ELEMENTARY,46.0,29.0,17.0,46.0,,,,,,,3.0
450791390260001,Chester High School,Chester,Randolph,MEDIUM,HIGH SCHOOL,42.0,23.0,19.0,37.0,,,,,,,
450791390262002,Chester Elem School,Chester,Randolph,MEDIUM,ELEMENTARY,72.0,41.0,31.0,62.0,,7.0,,,,,4.0
450791400260001,Sparta High School,Sparta,Randolph,MEDIUM,HIGH SCHOOL,20.0,15.0,5.0,17.0,,,,,,,5.0
450791400262002,Sparta Lincoln School,Sparta,Randolph,MEDIUM,ELEMENTARY,74.0,30.0,42.0,63.0,3.0,,,,,2.0,4.0
450791400262008,Evansville Attendance Center,Evansville,Randolph,MEDIUM,ELEMENTARY,14.0,9.0,5.0,14.0,,,,,,,
470521700220001,Dixon High School,Dixon,Lee,LARGE,HIGH SCHOOL,84.0,43.0,41.0,70.0,,5.0,,,,7.0,10.0
470521700221001,Reagan Middle School,Dixon,Lee,LARGE,MIDDLE SCHL,80.0,49.0,31.0,67.0,,5.0,,,,6.0,12.0
470521700222003,Madison School,Dixon,Lee,LARGE,ELEMENTARY,93.0,44.0,49.0,79.0,,,,,,10.0,7.0
470521700222004,Jefferson Elem School,Dixon,Lee,LARGE,ELEMENTARY,,,,,,,,,,,
470521700222008,Washington Elem School,Dixon,Lee,LARGE,ELEMENTARY,,,,,,,,,,,
470522200022001,Steward Elementary School,Steward,Lee,SMALL,ELEMENTARY,4.0,,,,,,,,,,
470522710261001,Paw Paw Junior High School,Paw Paw,Lee,SMALL,MIDDLE SCHL,8.0,,,,,,,,,,
470522710262005,Paw Paw Elementary School,Paw Paw,Lee,SMALL,ELEMENTARY,,,,,,,,,,,
470522720260001,Amboy High School,Amboy,Lee,MEDIUM,HIGH SCHOOL,27.0,11.0,16.0,22.0,,,,,,,
470522720261002,Amboy Jr High School,Amboy,Lee,MEDIUM,MIDDLE SCHL,73.0,44.0,29.0,66.0,,7.0,,,,,4.0
470522720262003,Amboy Central Elem School,Amboy,Lee,MEDIUM,ELEMENTARY,,,,,,,,,,,
470522750260001,Ashton-Franklin Center HS,Ashton,Lee,MEDIUM,HIGH SCHOOL,49.0,24.0,25.0,43.0,,,,,,,
470522750262003,Ashton-Franklin Center Elem Sch,Franklin Grove,Lee,MEDIUM,ELEMENTARY,29.0,15.0,14.0,26.0,,,,,,,
470711440032001,Kings Elementary School,Kings,Ogle,SMALL,ELEMENTARY,5.0,,,5.0,,,,,,,
470711610042001,Creston Elem School,Creston,Ogle,SMALL,ELEMENTARY,9.0,,,7.0,,,,,,,
470712120170001,Rochelle Twp High School,Rochelle,Ogle,MEDIUM,HIGH SCHOOL,96.0,49.0,46.0,58.0,,35.0,,,,,5.0
470712200260001,Oregon  Jr/Sr High School,Oregon,Ogle,MEDIUM,HIGH SCHOOL,101.0,52.0,49.0,90.0,,9.0,,,,,11.0
470712200262006,Oregon Elem Sch,Oregon,Ogle,MEDIUM,ELEMENTARY,42.0,21.0,21.0,36.0,,3.0,,,,,5.0
470712210260004,Forreston Jr/Sr High Sch,Forreston,Ogle,MEDIUM,HIGH SCHOOL,74.0,40.0,34.0,66.0,,,,,,,5.0
470712210262002,German Valley Grade School,German Valley,Ogle,MEDIUM,ELEMENTARY,,,,,,,,,,,
470712210262003,Forreston Grade School,Forreston,Ogle,MEDIUM,ELEMENTARY,44.0,14.0,30.0,38.0,,,,,,,
470712220260004,Polo Comm High School,Polo,Ogle,MEDIUM,HIGH SCHOOL,34.0,18.0,16.0,28.0,,,,,,,
470712220261001,Aplington Middle School,Polo,Ogle,MEDIUM,MIDDLE SCHL,13.0,8.0,5.0,11.0,,,,,,,3.0
470712220262001,Centennial Elem School,Polo,Ogle,MEDIUM,ELEMENTARY,18.0,11.0,7.0,16.0,,,,,,,
470712230260003,Stillman Valley High School,Stillman Valley,Ogle,MEDIUM,HIGH SCHOOL,91.0,49.0,42.0,80.0,,9.0,,,,,1.0
470712230261001,Meridian Jr High School,Stillman Valley,Ogle,MEDIUM,MIDDLE SCHL,57.0,19.0,38.0,48.0,,8.0,,,,,3.0
470712230262002,Highland Elem School,Stillman Valley,Ogle,MEDIUM,ELEMENTARY,,,,,,,,,,,
470712230262004,Monroe Center Grade School,Monroe Center,Ogle,MEDIUM,ELEMENTARY,74.0,31.0,43.0,65.0,,8.0,,,,,9.0
470712260260001,Byron High School 9-12,Byron,Ogle,MEDIUM,HIGH SCHOOL,33.0,16.0,16.0,28.0,,,,,,,5.0
470712260261001,Byron Middle School,Byron,Ogle,MEDIUM,MIDDLE SCHL,92.0,47.0,45.0,79.0,,,,,,,10.0
470712260262003,Mary Morgan Elem Sch,Byron,Ogle,MEDIUM,ELEMENTARY,90.0,52.0,38.0,78.0,,8.0,,,,,4.0
470712310041002,Rochelle Middle School,Rochelle,Ogle,MEDIUM,MIDDLE SCHL,82.0,41.0,41.0,52.0,,25.0,,,,4.0,3.0
470712310042001,Central Elem School,Rochelle,Ogle,MEDIUM,ELEMENTARY,,,,,,,,,,,
470712310042003,Lincoln Elem School,Rochelle,Ogle,MEDIUM,ELEMENTARY,,,,,,,,,,,
470712310042005,Tilton Elem School,Rochelle,Ogle,MEDIUM,ELEMENTARY,68.0,40.0,28.0,33.0,,31.0,,,,,5.0
470712690042002,Eswood C C Grade School,Lindenwood,Ogle,SMALL,ELEMENTARY,12.0,,,10.0,,,,,,,
